games,event,team,pos,medal,as,athlete_id,noc_x,discipline,nationality_x,roles,sex,full_name,used_name,born,died,noc_y,measurements,affiliations,nickpetnames,titles,other_names,nationality_y,original_name,name_order
2004 Summer Olympics,"Individual, Women (Olympic)",,3,Bronze,Alison Williamson,564,GBR,Archery,,Competed in Olympic Games,Female,Alison Jane•Williamson (-Conaghan),Alison•Williamson,"3 November 1971 in Melton Mowbray, England (GBR)",,Great Britain,170 cm / 73 kg,"Long Mynd Archers, Church Stretton (GBR)",,,,,,
2004 Summer Olympics,"Team, Women (Olympic)",Great Britain,12,,Alison Williamson,564,GBR,Archery,,Competed in Olympic Games,Female,Alison Jane•Williamson (-Conaghan),Alison•Williamson,"3 November 1971 in Melton Mowbray, England (GBR)",,Great Britain,170 cm / 73 kg,"Long Mynd Archers, Church Stretton (GBR)",,,,,,
2008 Summer Olympics,"Individual, Women (Olympic)",,=17,,Alison Williamson,564,GBR,Archery,,Competed in Olympic Games,Female,Alison Jane•Williamson (-Conaghan),Alison•Williamson,"3 November 1971 in Melton Mowbray, England (GBR)",,Great Britain,170 cm / 73 kg,"Long Mynd Archers, Church Stretton (GBR)",,,,,,
2008 Summer Olympics,"Team, Women (Olympic)",Great Britain,4,,Alison Williamson,564,GBR,Archery,,Competed in Olympic Games,Female,Alison Jane•Williamson (-Conaghan),Alison•Williamson,"3 November 1971 in Melton Mowbray, England (GBR)",,Great Britain,170 cm / 73 kg,"Long Mynd Archers, Church Stretton (GBR)",,,,,,
2012 Summer Olympics,"Individual, Women (Olympic)",,=33,,Alison Williamson,564,GBR,Archery,,Competed in Olympic Games,Female,Alison Jane•Williamson (-Conaghan),Alison•Williamson,"3 November 1971 in Melton Mowbray, England (GBR)",,Great Britain,170 cm / 73 kg,"Long Mynd Archers, Church Stretton (GBR)",,,,,,
2012 Summer Olympics,"Team, Women (Olympic)",Great Britain,=9,,Alison Williamson,564,GBR,Archery,,Competed in Olympic Games,Female,Alison Jane•Williamson (-Conaghan),Alison•Williamson,"3 November 1971 in Melton Mowbray, England (GBR)",,Great Britain,170 cm / 73 kg,"Long Mynd Archers, Church Stretton (GBR)",,,,,,
1908 Summer Olympics,"Double National Round, Women (Olympic)",,8.0,,Lillian Wilson,565,GBR,Archery,,Competed in Olympic Games,Female,Lillian Sarah•Wilson (Barton-),Lillian•Wilson,"12 November 1864 in Kidderminster, England (GBR)","1 March 1909 in Southampton, England (GBR)",Great Britain,,"Hampshire County Archery Society, (GBR)",,,,,,
1908 Summer Olympics,"Double National Round, Women (Olympic)",,22.0,,Ina Wood,566,GBR,Archery,,Competed in Olympic Games,Female,Ina Mary•Wood,Ina•Wood,"2 September 1886 in Fittleworth, England (GBR)","25 January 1961 in Foxhill, England (GBR)",Great Britain,,"West Kent Archery Society, Bickley (GBR)",,,,,,
1908 Summer Olympics,"Double York Round, Men (Olympic)",,13,,Robert Backhouse,567,GBR,Archery,,Competed in Olympic Games,Male,Robert Ormston•Backhouse,Robert•Backhouse,"10 March 1854 in Darlington, England (GBR)","10 April 1940 in Sutton St. Nicholas, England (GBR)",Great Britain,,"Herefordshire York Round Club, Hereford (GBR)",,,,,,
1908 Summer Olympics,"Continental Style, Men (Olympic)",,AC,,Robert Backhouse,567,GBR,Archery,,Competed in Olympic Games,Male,Robert Ormston•Backhouse,Robert•Backhouse,"10 March 1854 in Darlington, England (GBR)","10 April 1940 in Sutton St. Nicholas, England (GBR)",Great Britain,,"Herefordshire York Round Club, Hereford (GBR)",,,,,,
1908 Summer Olympics,"Double York Round, Men (Olympic)",,21,,Richard Bagnall-Oakeley,568,GBR,Archery,,Competed in Olympic Games,Male,Richard Henry•Bagnall-Oakeley,Richard•Bagnall-Oakeley,"12 November 1865 in Penallt, Wales (GBR)","5 July 1947 in Barnwood, England (GBR)",Great Britain,,"Royal Toxophilite Society, London (GBR)",,,,,,
1908 Summer Olympics,"Continental Style, Men (Olympic)",,AC,,Richard Bagnall-Oakeley,568,GBR,Archery,,Competed in Olympic Games,Male,Richard Henry•Bagnall-Oakeley,Richard•Bagnall-Oakeley,"12 November 1865 in Penallt, Wales (GBR)","5 July 1947 in Barnwood, England (GBR)",Great Britain,,"Royal Toxophilite Society, London (GBR)",,,,,,
1972 Summer Olympics,"Individual, Men (Olympic)",,45.0,,Ron Bishop,569,GBR,Archery,,Competed in Olympic Games,Male,"Ronald Proctor ""Ron""•Bishop",Ron•Bishop,"30 May 1931 in Liverpool, England (GBR)","8 June 2023 in Scarisbrick, England (GBR)",Great Britain,179 cm,"Sefton Hospital Archery Club, Liverpool",Bish,,,,,
1980 Summer Olympics,"Individual, Men (Olympic)",,4.0,,Mark Blenkarne,570,GBR,Archery,,Competed in Olympic Games,Male,Mark A.•Blenkarne,Mark•Blenkarne,"7 October 1957 in London, England (GBR)",,Great Britain,183 cm / 70 kg,,,,,,,
1908 Summer Olympics,"Double York Round, Men (Olympic)",,5,,John Bridges,571,GBR,Archery,,Competed in Olympic Games,Male,John Henry•Bridges,John•Bridges,"26 March 1852 in Horsham, England (GBR)","12 February 1925 in Eastbourne, England (GBR)",Great Britain,,"Royal Toxophilite Society, London (GBR)",,,,,,
1908 Summer Olympics,"Continental Style, Men (Olympic)",,AC,,John Bridges,571,GBR,Archery,,Competed in Olympic Games,Male,John Henry•Bridges,John•Bridges,"26 March 1852 in Horsham, England (GBR)","12 February 1925 in Eastbourne, England (GBR)",Great Britain,,"Royal Toxophilite Society, London (GBR)",,,,,,
1908 Summer Olympics,"Double York Round, Men (Olympic)",,2.0,Silver,Reginald Brooks-King,572,GBR,Archery,,Competed in Olympic Games,Male,Reginald•Brooks-King,Reginald•Brooks-King,"27 August 1861 in Monmouth, Wales (GBR)","19 September 1938 in Ottery St Mary, England (GBR)",Great Britain,,"West Somerset Archery Society, Taunton (GBR)",,,,,,
1908 Summer Olympics,"Double York Round, Men (Olympic)",,18.0,,Charles Coates,573,GBR,Archery,,Competed in Olympic Games,Male,Charles Hutton•Coates,Charles•Coates,"5 April 1857 in Clapham Rise, England (GBR)","15 February 1922 in Boscombe, England (GBR)",Great Britain,,"Royal Toxophilite Society, London (GBR)",,,,,,
1908 Summer Olympics,"Double York Round, Men (Olympic)",,15,,Geoffrey Cornewall,574,GBR,Archery,,Competed in Olympic Games,Male,Geoffrey•Cornewall,Geoffrey•Cornewall,"7 May 1869 in Moccas, England (GBR)","21 January 1951 in Moccas, England (GBR)",Great Britain,,"Herefordshire York Round Club, Hereford (GBR)",,6th Baronet Cornewall of Moccas Court,,,,
1908 Summer Olympics,"Continental Style, Men (Olympic)",,AC,,Geoffrey Cornewall,574,GBR,Archery,,Competed in Olympic Games,Male,Geoffrey•Cornewall,Geoffrey•Cornewall,"7 May 1869 in Moccas, England (GBR)","21 January 1951 in Moccas, England (GBR)",Great Britain,,"Herefordshire York Round Club, Hereford (GBR)",,6th Baronet Cornewall of Moccas Court,,,,
1908 Summer Olympics,"Double York Round, Men (Olympic)",,1.0,Gold,William Dod,575,GBR,Archery,,Competed in Olympic Games,Male,William•Dod,William•Dod,"18 July 1867 in Lower Bebington, England (GBR)","8 October 1954 in Earls Court, England (GBR)",Great Britain,,"Welford Park Archers, Welford (GBR)",,,,,,
1984 Summer Olympics,"Individual, Men (Olympic)",,30.0,,Peter Gillam,576,GBR,Archery,,Competed in Olympic Games,Male,Peter J.•Gillam,Peter•Gillam,"2 January 1956 in Folkestone, England (GBR)",,Great Britain,180 cm / 76 kg,Stafford Archers,,,,,,
1984 Summer Olympics,"Individual, Men (Olympic)",,21.0,,Steven Hallard,577,GBR,Archery,,Competed in Olympic Games,Male,Steven Leslie•Hallard,Steven•Hallard,"22 February 1965 in Rugby, England (GBR)",,Great Britain,188 cm / 84 kg,"Dunlop Archery Club, Coventry (GBR)",,,,,,
1988 Summer Olympics,"Individual, Men (Olympic)",,21.0,,Steven Hallard,577,GBR,Archery,,Competed in Olympic Games,Male,Steven Leslie•Hallard,Steven•Hallard,"22 February 1965 in Rugby, England (GBR)",,Great Britain,188 cm / 84 kg,"Dunlop Archery Club, Coventry (GBR)",,,,,,
1988 Summer Olympics,"Team, Men (Olympic)",Great Britain,3.0,Bronze,Steven Hallard,577,GBR,Archery,,Competed in Olympic Games,Male,Steven Leslie•Hallard,Steven•Hallard,"22 February 1965 in Rugby, England (GBR)",,Great Britain,188 cm / 84 kg,"Dunlop Archery Club, Coventry (GBR)",,,,,,
1992 Summer Olympics,"Individual, Men (Olympic)",,13.0,,Steven Hallard,577,GBR,Archery,,Competed in Olympic Games,Male,Steven Leslie•Hallard,Steven•Hallard,"22 February 1965 in Rugby, England (GBR)",,Great Britain,188 cm / 84 kg,"Dunlop Archery Club, Coventry (GBR)",,,,,,
1992 Summer Olympics,"Team, Men (Olympic)",Great Britain,3.0,Bronze,Steven Hallard,577,GBR,Archery,,Competed in Olympic Games,Male,Steven Leslie•Hallard,Steven•Hallard,"22 February 1965 in Rugby, England (GBR)",,Great Britain,188 cm / 84 kg,"Dunlop Archery Club, Coventry (GBR)",,,,,,
1996 Summer Olympics,"Individual, Men (Olympic)",,55.0,,Steven Hallard,577,GBR,Archery,,Competed in Olympic Games,Male,Steven Leslie•Hallard,Steven•Hallard,"22 February 1965 in Rugby, England (GBR)",,Great Britain,188 cm / 84 kg,"Dunlop Archery Club, Coventry (GBR)",,,,,,
1996 Summer Olympics,"Individual, Men (Olympic)",,28.0,,Gary Hardinges,578,GBR,Archery,,Competed in Olympic Games,Male,Gary Lee•Hardinges,Gary•Hardinges,"6 December 1965 in Eastcote, England (GBR)",,Great Britain,173 cm / 73 kg,"Bowmen of Harrow, Harrow (GBR)",,,,,,
1908 Summer Olympics,"Double York Round, Men (Olympic)",,14,,Robert Heathcote,579,GBR,Archery,,Competed in Olympic Games,Male,Robert Walker•Heathcote,Robert•Heathcote,"7 April 1847 in Bramshaw, England (GBR)","8 April 1918 in Southampton, England (GBR)",Great Britain,,"Hampshire County Archery Society, (GBR)",,,,,,
1908 Summer Olympics,"Continental Style, Men (Olympic)",,AC,,Robert Heathcote,579,GBR,Archery,,Competed in Olympic Games,Male,Robert Walker•Heathcote,Robert•Heathcote,"7 April 1847 in Bramshaw, England (GBR)","8 April 1918 in Southampton, England (GBR)",Great Britain,,"Hampshire County Archery Society, (GBR)",,,,,,
1908 Summer Olympics,"Double York Round, Men (Olympic)",,6.0,,Harold James,580,GBR,Archery,,Competed in Olympic Games,Male,Harold Vaughan•James,Harold•James,"31 January 1868 in Horfield, Clifton, England (GBR)","19 October 1948 in Barrow Gurney, England (GBR)",Great Britain,,"Backwell and District Archery Club, Backwell (GBR)",,,,,,
1908 Summer Olympics,"Double York Round, Men (Olympic)",,9.0,,John Keyworth,581,GBR,Archery,,Competed in Olympic Games,Male,John Bunyan•Keyworth,John•Keyworth,"9 May 1859 in Lincoln, England (GBR)","24 April 1954 in Birkenhead, England (GBR)",Great Britain,,"Wirral Archers, Wirral (GBR)",,,,,,
1908 Summer Olympics,"Continental Style, Men (Olympic)",,12.0,,John Keyworth,581,GBR,Archery,,Competed in Olympic Games,Male,John Bunyan•Keyworth,John•Keyworth,"9 May 1859 in Lincoln, England (GBR)","24 April 1954 in Birkenhead, England (GBR)",Great Britain,,"Wirral Archers, Wirral (GBR)",,,,,,
1976 Summer Olympics,"Individual, Men (Olympic)",,30.0,,Stewart Littlefair,582,GBR,Archery,,Competed in Olympic Games,Male,Stewart•Littlefair,Stewart•Littlefair,"9 July 1946 in Edmonton, England (GBR)",,Great Britain,172 cm / 62 kg,,,,,,,
1972 Summer Olympics,"Individual, Men (Olympic)",,17.0,,Roy Matthews,583,GBR,Archery,,Competed in Olympic Games,Male,Roy Derek•Matthews,Roy•Matthews,"10 September 1926 in Hampton-in-Arden, England (GBR)","March 1992 in Kidderminster, England (GBR)",Great Britain,176 cm,"Royal Leamington Spa Archery Society, Leamington Spa (GBR)",,,,,,
1908 Summer Olympics,"Double York Round, Men (Olympic)",,8,,Hugh Nesham,584,GBR,Archery,,Competed in Olympic Games,Male,Hugh Percy•Nesham,Hugh•Nesham,"17 January 1878 in Surbiton, England (GBR)","26 June 1923 in Surbiton, England (GBR)",Great Britain,,"Royal Toxophilite Society, London (GBR)",,,,,,
1908 Summer Olympics,"Continental Style, Men (Olympic)",,AC,,Hugh Nesham,584,GBR,Archery,,Competed in Olympic Games,Male,Hugh Percy•Nesham,Hugh•Nesham,"17 January 1878 in Surbiton, England (GBR)","26 June 1923 in Surbiton, England (GBR)",Great Britain,,"Royal Toxophilite Society, London (GBR)",,,,,,
1908 Summer Olympics,"Double York Round, Men (Olympic)",,4.0,,John Penrose,585,GBR,Archery,,Competed in Olympic Games,Male,John•Penrose,John•Penrose,"5 May 1850 in Littleham, England (GBR)","21 April 1932 in Chippenham, England (GBR)",Great Britain,,,,,,,,
1908 Summer Olympics,"Double York Round, Men (Olympic)",,10.0,,Perry Keene,586,GBR,Archery,,Competed in Olympic Games,Male,Charles John Perry•Keene,Perry•Keene,"11 April 1846 in Minety, England (GBR)","29 November 1926 in Dean Prior, England (GBR)",Great Britain,,"Devon and Cornwall AS, (GBR)",,,,,,
1976 Summer Olympics,"Individual, Men (Olympic)",,21.0,,David Pink,587,GBR,Archery,,Competed in Olympic Games,Male,David Anthony•Pink,David•Pink,"31 December 1939 in Southend-on-Sea, England (GBR)",,Great Britain,185 cm / 68 kg,,,,,,,
1908 Summer Olympics,"Double York Round, Men (Olympic)",,11,,Capel Pownall,588,GBR,Archery,,Competed in Olympic Games,Male,Capel George Pett•Pownall,Capel•Pownall,"28 November 1868 in Pimlico, England (GBR)","8 February 1933 in Woking, England (GBR)",Great Britain,,"Royal Toxophilite Society, London (GBR)",,,,,,
